treebank,timestep,normalized_progress,depth,position_state,top1,top5,mrr,mean_rank,n_positions,n_seeds
UD_English-EWT,47,0.75,13,visible,0.006463602992408568,0.015868281141294755,0.012121273581635556,11071.970682924766,36383,3
UD_English-EWT,47,0.75,14,masked,0.006553621898138506,0.015726120322358123,0.012642146518524916,8718.427284320032,12061,3
UD_English-EWT,47,0.75,14,visible,0.007397954707277367,0.018259892307200633,0.013875025453073423,11557.273368950546,36383,3
UD_English-EWT,47,0.75,15,masked,0.007861567737761957,0.021635684277706693,0.016211092809097407,8285.034107854792,12061,3
UD_English-EWT,47,0.75,15,visible,0.0064066425767976215,0.01845882411482659,0.013533890104361283,11829.47869781674,36383,3
UD_English-EWT,47,0.75,16,masked,0.009473901655116024,0.024473493512336058,0.018990680377245408,8015.830056334481,12061,3
UD_English-EWT,47,0.75,16,visible,0.006357917216704439,0.019404566688506063,0.013838866900170615,13218.73369865525,36383,3
UD_English-EWT,47,0.75,17,masked,0.01729887043831867,0.051656728574843845,0.03732394101606731,6522.770818744571,12061,3
UD_English-EWT,47,0.75,17,visible,0.010033362890983192,0.02916906960473537,0.021408155122884725,9988.675705903343,36383,3
UD_English-EWT,47,0.75,18,masked,0.01920312544695244,0.06265706972238803,0.0445317269145322,6021.5606711768605,12061,3
UD_English-EWT,47,0.75,18,visible,0.00993574245793287,0.035019584411062295,0.02448842836865631,8782.639952163518,36383,3
UD_English-EWT,47,0.75,19,masked,0.02471966401884355,0.07331045414397387,0.05330036017970701,5744.611546627523,12061,3
UD_English-EWT,47,0.75,19,visible,0.011913106015158466,0.041987871292535624,0.028693192794151917,9014.109359827153,36383,3
UD_English-EWT,47,0.75,20,masked,0.02725619100559314,0.08356380072688259,0.05987629794166138,5489.836290675829,12061,3
UD_English-EWT,47,0.75,20,visible,0.012411744857813467,0.04555202342668064,0.030975162405585104,8252.61996510702,36383,3
UD_English-EWT,47,0.75,21,masked,0.029006896754784173,0.09105073488498343,0.06594612946189925,4831.3251392029415,12061,3
UD_English-EWT,47,0.75,21,visible,0.015296649053973438,0.06168233306784666,0.04065050013545136,6969.362789985623,36383,3
UD_English-EWT,47,0.75,22,masked,0.028655319942034106,0.0960209283433307,0.06796141827130749,4646.26137934593,12061,3
UD_English-EWT,47,0.75,22,visible,0.015080366954264129,0.062067741164910595,0.04094756663633817,6962.767927120448,36383,3
UD_English-EWT,47,0.75,23,masked,0.03372140512736116,0.11128277868579717,0.078718733884326,4089.1579373025393,12061,3
UD_English-EWT,47,0.75,23,visible,0.01576022851312094,0.06493862771564181,0.04284241340036831,6286.754908101073,36383,3
UD_English-EWT,47,0.75,24,masked,0.037422325996345346,0.12479595390772609,0.08570669219770251,4104.673818491026,12061,3
UD_English-EWT,47,0.75,24,visible,0.012868400098443533,0.0572222064835294,0.03761819837661437,6776.983156041297,36383,3
UD_English-EWT,47,0.75,25,masked,0.037703339234438006,0.1356889029966972,0.09102579526329889,3962.0895271860377,12061,3
UD_English-EWT,47,0.75,25,visible,0.01051026328390097,0.05366436595597021,0.03543789667093631,6493.259207663602,36383,3
UD_English-EWT,47,0.75,26,masked,0.03854725706020306,0.14439310383263967,0.0961498688075521,3797.3306172745724,12061,3
UD_English-EWT,47,0.75,26,visible,0.008874931302867478,0.04664113283357239,0.0316535219052401,6312.428765901262,36383,3
UD_English-EWT,47,0.75,27,masked,0.03798865448659549,0.1604365943816165,0.10305162922656662,3171.9524645521956,12061,3
UD_English-EWT,47,0.75,27,visible,0.007060299550094049,0.038931029834073455,0.028571002357105395,5346.036376341763,36383,3
UD_English-EWT,47,0.75,28,masked,0.04252401104172801,0.19210142386476123,0.11896278635546298,2696.976746290744,12061,3
UD_English-EWT,47,0.75,28,visible,0.005649222772258935,0.031498634981247865,0.025184103157951703,4732.486950116496,36383,3
UD_English-EWT,47,0.75,29,masked,0.04106128731880176,0.20295342831806065,0.12345178061395157,2295.7919177437943,12061,3
UD_English-EWT,47,0.75,29,visible,0.005456165793708711,0.03000535748301611,0.02499912438560131,4058.573226912131,36383,3
UD_English-EWT,47,0.75,30,masked,0.036582710184645116,0.20787169197158017,0.12416962192002351,2005.7931390144167,12061,3
UD_English-EWT,47,0.75,30,visible,0.005565268315794301,0.02737091458902512,0.024891437014421425,3455.46888092956,36383,3
UD_English-EWT,47,0.75,31,masked,0.041043564100105324,0.24498802708988346,0.14297705957462864,1421.0570823079213,12061,3
UD_English-EWT,47,0.75,31,visible,0.004902320271510754,0.0258140139042236,0.025145137427448765,3060.8072955174225,36383,3
UD_English-EWT,47,0.75,32,masked,0.038697568279376864,0.23847911301496594,0.13992510061538854,414.77486834026985,12061,3
UD_English-EWT,47,0.75,32,visible,0.004833877766864538,0.020758506711838622,0.02018990562577808,2790.5184514878715,36383,3
UD_English-EWT,63,1.0,0,visible,6.192717364379489e-05,0.0004954173891503591,0.0005176398237152483,25096.715320782754,48444,3
UD_English-EWT,63,1.0,1,visible,0.0001857815209313847,0.0013004706465196928,0.0018337270569008374,20473.226343819668,48444,3
UD_English-EWT,63,1.0,2,visible,0.0,0.00030963586821897447,0.0005145528883302218,16721.0535670052,48444,3
UD_English-EWT,63,1.0,3,visible,0.00012385434728758978,0.0008050532573693337,0.0007233886861530747,19138.95956155561,48444,3
UD_English-EWT,63,1.0,4,visible,0.0006811989100817438,0.0024770869457517958,0.0019034838741360815,16984.943088927423,48444,3
UD_English-EWT,63,1.0,5,visible,0.0013623978201634877,0.005387664107010155,0.003937195265265869,14687.535855833537,48444,3
UD_English-EWT,63,1.0,6,visible,0.002229378251176616,0.006750061927173644,0.005357443169593686,12752.88952192222,48444,3
UD_English-EWT,63,1.0,7,visible,0.0027247956403269754,0.008174386920980926,0.006084811019244202,11971.243559573943,48444,3
UD_English-EWT,63,1.0,8,visible,0.002972504334902155,0.009041367351994055,0.006798725015341214,12589.958818429526,48444,3
UD_English-EWT,63,1.0,9,visible,0.0033440673767649244,0.008917513004706465,0.007146761221771158,11325.453554619768,48444,3
UD_English-EWT,63,1.0,10,visible,0.003282140203121129,0.00935100322021303,0.007454271749841445,10398.295516472628,48444,3
UD_English-EWT,63,1.0,11,visible,0.0039014119395590786,0.011084964082239286,0.008435720747316864,10682.17420113946,48444,3
UD_English-EWT,63,1.0,12,visible,0.005201882586078771,0.011951944513252414,0.009977095295379292,10224.75408719346,48444,3
UD_English-EWT,63,1.0,13,visible,0.004768392370572207,0.01139459995045826,0.009217331684936696,11502.466373544712,48444,3
UD_English-EWT,63,1.0,14,visible,0.005883081496160516,0.014986376021798364,0.011263242042254233,11792.345058211542,48444,3
UD_English-EWT,63,1.0,15,visible,0.005511518454297746,0.016224919494674264,0.011650493506188788,12022.42351994055,48444,3
UD_English-EWT,63,1.0,16,visible,0.005759227148872926,0.016162992321030467,0.012135339216485857,13481.02446123359,48444,3
UD_English-EWT,63,1.0,17,visible,0.008917513004706465,0.02817686400792668,0.019821806365556197,10159.994302700024,48444,3
UD_English-EWT,63,1.0,18,visible,0.00910329452563785,0.03251176616299232,0.02274110048327509,8930.443708199158,48444,3
UD_English-EWT,63,1.0,19,visible,0.011084964082239286,0.0400049541738915,0.02753509905363045,9161.886363636364,48444,3
UD_English-EWT,63,1.0,20,visible,0.011766162992321033,0.04526876393361407,0.03014092387686333,8373.304310131285,48444,3
UD_English-EWT,63,1.0,21,visible,0.015110230369085953,0.06198910081743869,0.03983097900169435,6960.9753529848895,48444,3
UD_English-EWT,63,1.0,22,visible,0.014367104285360416,0.05969779539261829,0.039684982776529605,6922.054743621501,48444,3
UD_English-EWT,63,1.0,23,visible,0.014676740153579391,0.06279415407480803,0.04166550290348851,6151.084282883329,48444,3
UD_English-EWT,63,1.0,24,visible,0.01077532821402031,0.0557344562794154,0.03637264745506784,6521.974919494674,48444,3
UD_English-EWT,63,1.0,25,visible,0.008855585831062671,0.054000495417389154,0.03491637761702518,6172.347535298489,48444,3
UD_English-EWT,63,1.0,26,visible,0.008112459747337132,0.04706465196928413,0.03175086989442258,5972.986499876145,48444,3
UD_English-EWT,63,1.0,27,visible,0.006378498885310874,0.0400049541738915,0.029032353036451238,5021.517091899926,48444,3
UD_English-EWT,63,1.0,28,visible,0.005201882586078771,0.03238791181570473,0.026199386201470585,4369.515605647758,48444,3
UD_English-EWT,63,1.0,29,visible,0.005449591280653951,0.031149368342828835,0.02692575657587724,3722.808583106267,48444,3
UD_English-EWT,63,1.0,30,visible,0.005201882586078771,0.028548427049789448,0.026679194166587,3143.628127322269,48444,3
UD_English-EWT,63,1.0,31,visible,0.004768392370572207,0.028672281397077042,0.02844485140083745,2656.0628560812484,48444,3
UD_English-EWT,63,1.0,32,visible,0.005078028238791181,0.0230988357691355,0.022490251482082186,2343.5150483031953,48444,3
