treebank,timestep,normalized_progress,layer,head,entropy_mean,entropy_normalized,entropy_no_bos,bos_sink_mass,n_seeds
UD_English-EWT,0,0.0,2,0,0.8860489318320335,0.3707739090460449,1.5458042325217864,0.6741775339316639,3
UD_English-EWT,0,0.0,2,1,0.8266966994241124,0.3510125211040525,2.4924578611316575,0.6881398915979867,3
UD_English-EWT,0,0.0,2,2,1.5164002797316984,0.5689615102413573,1.2268215128795696,0.2642214972159413,3
UD_English-EWT,0,0.0,2,3,0.8410451886361171,0.35649301169206044,2.4135598144570336,0.6785407604374848,3
UD_English-EWT,0,0.0,2,4,1.0830904702589812,0.4269590168336375,2.0394583373773294,0.6412202957305101,3
UD_English-EWT,0,0.0,2,5,1.1269305890293722,0.44408932871750145,1.5431930986258502,0.6124912299561859,3
UD_English-EWT,0,0.0,2,6,1.1839265447171008,0.4612092604361922,1.8361989611484966,0.6040211156662044,3
UD_English-EWT,0,0.0,2,7,0.9260994843283638,0.3799900838932216,2.0222858978750926,0.6779648965947289,3
UD_English-EWT,0,0.0,2,8,0.8963166268064025,0.37386839025618274,1.808438832479748,0.6736281773207781,3
UD_English-EWT,0,0.0,2,9,0.8147602378100646,0.34607535167571796,2.0629621884210514,0.6982240171217527,3
UD_English-EWT,0,0.0,2,10,0.8223639106062429,0.34891787730284607,2.014469330753785,0.6932365935845454,3
UD_English-EWT,0,0.0,2,11,0.9017956715708223,0.3748916349032782,1.8361916064890356,0.6744414668306301,3
UD_English-EWT,0,0.0,2,12,0.8531627155270408,0.3597787417741136,1.7927170763901674,0.6829056337862557,3
UD_English-EWT,0,0.0,2,13,0.8977977520801493,0.3750306622537433,1.6774365351499754,0.6709856876156858,3
UD_English-EWT,0,0.0,2,14,0.8266623339671743,0.3495874204596536,2.175976377530176,0.6961906477401817,3
UD_English-EWT,0,0.0,2,15,0.8068877275056038,0.34324279672064173,2.280372720761377,0.702854639723327,3
UD_English-EWT,0,0.0,2,16,1.011252640171455,0.40964890409851334,1.7366536090282796,0.6493136897540647,3
UD_English-EWT,0,0.0,2,17,0.9334532662696852,0.3874767473873382,1.647362378125634,0.6580106319218385,3
UD_English-EWT,0,0.0,2,18,0.8607145456973809,0.36265472225753254,1.604399663828761,0.6790385350808908,3
UD_English-EWT,0,0.0,2,19,0.8421126730088654,0.35540526819573154,1.7499168862084875,0.6881253480544833,3
UD_English-EWT,0,0.0,2,20,0.8725477178972927,0.3664414448348062,2.0751158367089233,0.6778965500778839,3
UD_English-EWT,0,0.0,2,21,0.7814282159896089,0.3337234866810464,2.4674997513737185,0.7094473470755615,3
UD_English-EWT,0,0.0,2,22,0.7994074018957104,0.3405059091568685,2.4195834067675586,0.7034984554260806,3
UD_English-EWT,0,0.0,2,23,0.7874571070217532,0.3360256612125296,2.4734649962740516,0.7085126136210772,3
UD_English-EWT,0,0.0,2,24,0.9096469076482651,0.3772979032736821,1.5469371251395492,0.6717219618785251,3
UD_English-EWT,0,0.0,2,25,0.7788602908961272,0.33346714015001727,2.5350109084707793,0.7127611529428125,3
UD_English-EWT,0,0.0,2,26,0.8198083106509811,0.3482548012309123,2.490584237653701,0.6899933638407396,3
UD_English-EWT,0,0.0,2,27,0.8708738186320321,0.3630073377659005,2.481652153971417,0.6962904651837597,3
UD_English-EWT,0,0.0,2,28,0.8490812727173821,0.35753188930869184,2.1711128613010784,0.6893979932888935,3
UD_English-EWT,0,0.0,2,29,1.1406547380356842,0.44833308368758423,2.220601859965611,0.6264606748753395,3
UD_English-EWT,0,0.0,2,30,1.2081305101676716,0.4671309649170748,1.4701774102416847,0.5799807419929185,3
UD_English-EWT,0,0.0,2,31,1.0197282991285532,0.4120068728333451,1.6486334934260676,0.6452363132005506,3
UD_English-EWT,0,0.0,3,0,0.9093163499170965,0.37237436299420934,2.419280839910924,0.7112186779293532,3
UD_English-EWT,0,0.0,3,1,0.6964221224494156,0.300240873091961,2.632949917857113,0.7617558103685823,3
UD_English-EWT,0,0.0,3,2,0.9088668672194897,0.3719645648726512,1.5023758173640307,0.7001214550777538,3
UD_English-EWT,0,0.0,3,3,0.7160855794294937,0.30479173898656187,2.1379471702979562,0.7720784734262794,3
UD_English-EWT,0,0.0,3,4,0.6937732596784993,0.29875279867085197,2.083522957693684,0.7715176074394111,3
